phonemes,ground_truth,prediction
z watfɔɕtɕɔ̃ fʃɛɲdʑɛ mɔʒna dɔstʃɛts pʃɨpatki marnɔtravʲɛɲʲa ɛnɛrɡji i lɛktsɛvaʒɛɲʲa kɔnsɛkfɛntsji ɡlɔbalnɛɡɔː ɔtɕɛplɛɲʲa,Z łatwością wszędzie można dostrzec przypadki marnotrawienia energii i lekceważenia konsekwencji globalnego ocieplenia,Z łatwością wszędzie można dostęp przypadki marnotrawienia energii i lekceważenia konsekwencji globalnego ocenienia
na zakɔɲtʃɛɲʲɛ natɔmjast xtɕawabɨm pɔdʑɛŋkɔvadʑ ɡɔrɔntsɔ tʃwɔŋkɔm kɔmisji ɛwrɔpɛjskʲɛj za pɔmɔts jakʲɛj mi udʑɛlili,"Na zakończenie natomiast chciałabym podziękować gorąco członkom Komisji Europejskiej za pomoc, jakiej mi udzielili",Na zakończenie natomiast chciałabym podziękować gorąco członkiem Komisji Europejskiej za pomoc jakiej mi udzielili
jɛst paɲi bɛz vɔntpʲɛɲʲa kɔmpɛtɛntnɔ̃ vitsɛpʃɛvɔdɲitʃɔntsɔ̃ jɛst paɲi taɡʒɛ bardʑɔ fpwɨvɔvɔ̃ ɔsɔbɔ̃,"Jest pani bez wątpienia kompetentną wiceprzewodniczącą, jest pani także bardzo wpływową osobą",Jest pani bez wątpienia kompletną wiceprzewodniczącą jest pani także bardzo wpływową osobą
vwaɕtɕivɛ stɔsɔvaɲʲɛ tɨx instrumɛntuf kturɛ juʃ istɲʲɛjɔ̃ mɔʒɛ stanɔvitɕ ramɨ swuʒɔntsɛ ix ɔxrɔɲʲɛ,"Właściwe stosowanie tych instrumentów, które już istnieją, może stanowić ramy służące ich ochronie","Właściwe stosowanie tych instrumentów, które już istnieją może stanowić ramy służące ich ochronie"
pɔstɛmpɔvaɲʲɛ tɔ nalɛʒɨ pʃɛprɔvadʑidʑ vɛ fspuwpratsɨ z vwaɕtɕivɨmi instɨtutsjami ɛwrɔpɛjskimi i mʲɛndʑɨnarɔdɔvɨmi,Postępowanie to należy przeprowadzić we współpracy z właściwymi instytucjami europejskimi i międzynarodowymi,Postępowanie to należy przeprowadzić we współpracy z właściwymi instytucjami europejskimi i międzynarodowymi
f pʃɨpatku xazardu ɔnlinɛ f pʃɛtɕivʲɛɲstfʲɛ dɔ tradɨtsɨjnɛɡɔ vɨstɛmpujɛ vɨraʑnɨ prɔblɛm braku fizɨtʃnɛɡɔ nadʑɔru,"W przypadku hazardu on-line, w przeciwieństwie do tradycyjnego, występuje wyraźny problem braku fizycznego nadzoru",W przypadku Hamadu oninę w przeciwieniu do Tradycyjnego występuje wyraźny problem braku fizycznego nadzoru
xtɕawbɨm pɔdʑɛŋkɔvatɕ radʑɛ za tʃɨmaɲʲɛ ɕɛ sfɔix pɔstanɔvʲɛɲ,Chciałbym podziękować Radzie za trzymanie się swoich postanowień,Chciałbym podziękować Radzie za trzymanie się swoich postanowień
jɛʃtʃɛ ras prɔʃɛ pʃɨjɔɲtɕ mɔjɛ ɡratulatsjɛ,Jeszcze raz proszę przyjąć moje gratulacje,Jeszcze raz proszę przyjąć moje gratulacje
i dɔbʒɛ ʒɛ parlamɛnt ɛwrɔpɛjski ɲʲɛdavnɔ w listɔpadʑɛ pʃɨjɔw ɔtpɔvʲɛdɲʲɛ rɔspɔʒɔndʑɛɲʲɛ f tɛj spravʲɛ,"I dobrze, że Parlament Europejski niedawno, w listopadzie, przyjął odpowiednie rozporządzenie w tej sprawie","I dobrze, że Parlament Europejski niedawno w listapie przyjął odpowiednie rozporządzenie w tej sprawie"
zɡadʑam ɕɛ s paɲstfa prɔjɛktɛm rɛzɔlutsji ɔː ɔdblɔkɔvaɲʲu pɔrɔzumjɛɲʲa,Zgadzam się z państwa projektem rezolucji o odblokowaniu porozumienia,Zgadzam się z państwa projektem rezolucji o odblowaniu porozumienia
zɛ fʃɨstkiɣ ʑɛmskix utʃutɕ pɔzɔstawɔ mu jɛʃtʃɛ jɛdnɔ tɨlkɔ miwɔʑdʑ dɔ dʑɛtska,Ze wszystkich ziemskich uczuć pozostało mu jeszcze jedno tylko: miłość do dziecka.,Ze wszystkich ziemich uczuć pozostało mu jeszcze jedno tylko miłość do dziecka.
w zvʲɔ̃sku s tɨm vɨstɔsɔvawɛm dɔ pana dwuɡʲɛ ɔsɔbʲistɛ pismɔ,W związku z tym wystosowałem do pana długie osobiste pismo,W związku z tym wystosowałem do pana długie osobiste pismo.
dlatʃɛɡɔ tɛ tʃɨ krajɛ muɕawɨ prɔɕitɕ ɔ pɔmɔts,Dlaczego te trzy kraje musiały prosić o pomoc?,Dlaczego te trzy kraje musiały prosić o pomoc?
ɔɡulɲʲɛ ʒɛdʒ bjɔrɔnts jɛst tɔ znatʃnɨ pɔstɛmp jɛɕli xɔdʑi ɔː ɔxrɔnɛ kɔnsumɛntuf,"Ogólnie rzecz biorąc jest to znaczny postęp, jeśli chodzi o ochronę konsumentów","Ogólnie rzecz biorąc jest to znaczny postęp, jeśli chodzi o ochronę konsumentów"
tɔ tsɔ ftʃɛɕɲʲɛj vɨdavawɔ ɕɛ ɲʲɛmɔʒlivɛ tɛras jɛst faktɛm,"To, co wcześniej wydawało się niemożliwe, teraz jest faktem","To, co wcześniej wydawało się niemożliwe, teraz jest faktem"
ɲʲɛtʃɛ̃stɔ ɕɛ tɔ zdaʒa,Nieczęsto się to zdarza,Niechęto się to zdarza.
alɛ ftɛdɨ bɨwɛm jɛɲtsɛm vɔjɛnnɨm i xtɕawɛm utɕɛts,Ale wtedy byłem jeńcem wojennym i chciałem uciec.,Ale wtedy byłem jeńcem wojennym i chciałem uciec.
xtɕawbɨm zwɔʒɨdʑ vɲʲɔsɛk,Chciałbym złożyć wniosek,Chciałbym złożyć wniosek
vdrɔʒɛɲʲɛ tɨx ɕrɔtkuf stanɔvi ɔɡrɔmnɛ zaɡrɔʒɛɲʲɛ dla zatrudɲʲaɲʲa kɔbjɛt,Wdrożenie tych środków stanowi ogromne zagrożenie dla zatrudniania kobiet,Wdrożenie tych środków stanowi ogromne zagrożenie dla zatrudnienia kobiet
mɔʒɛ tɔ zajɔɲtɕ xfilɛ,Może to zająć chwilę,Może to zająć chwilę?
ɲʲɛstɛtɨ dʑiɕ kirɡʲistan zbjɛra ɡɔʃkʲɛ ɔvɔtsɛ zmʲan dɔ kturɨx ɲʲɛ dɔʃwɔ,"Niestety dziś Kirgistan zbiera gorzkie owoce zmian, do których nie doszło","Niestety dziś chirurgiczny zrobia gorzkie owoce zmian, do których nie doszło"
dɔtɨxtʃas pʃɨjaznɔ̃ dwɔɲ vɨtɕɔŋɡnɔw jɛdɨɲʲɛ ʒɔnt swɔvatski,Dotychczas przyjazną dłoń wyciągnął jedynie rząd słowacki,Dotychczas przyjazną dłoń wyciągnął jedynie rząd słowacki.
pɔtʃɛba nam vʲɛntsɛj prɔduktuf i uswuk ɔpartɨx na vʲɛdʑɨ,Potrzeba nam więcej produktów i usług opartych na wiedzy,Potrzeba nam więcej produktów i usług opartych na wiedzy
mɔɡɛ z radɔɕtɕɔ̃ pɔvʲɛdʑɛdʑ ʒɛ kɔmisja i parlamɛnd zafʃɛ zɡadʑawɨ ɕɛ f tɛj kfɛstji,"Mogę z radością powiedzieć, że Komisja i Parlament zawsze zgadzały się w tej kwestii","Mogę z radością powiedzieć, że Komisja i Parlament zawsze zgadzało się w tej kwestii"
tɛras muɕi bɨtɕ pʃɛwɔʒɔnɨ na kɔŋkrɛtnɛ dʑawaɲʲa,Teraz musi być przełożony na konkretne działania,Teraz musi być przełożony na konkretne działania
f tɨx ɔkɔlitʃnɔɕtɕax natɕiski abɨ pɔlɛpʃɨtɕ sɨtuatsjɛ praf tʃwɔvʲɛka f çinax malɛjɔ̃,"W tych okolicznościach naciski, aby polepszyć sytuację praw człowieka w Chinach maleją","W tych okolicznościach naciski, aby polepszyć sytuację praw człowieka w Chinach maleją"
w ɔpartɕu ɔ ʃɛrɔki kɔnsɛnsus pɔlitɨtʃnɨ i spɔwɛtʃnɨ nalɛʒɨ rɔzvʲɔ̃zatɕ prɔblɛm rɛfɔrmɨ ustrɔjɔvɛj,W oparciu o szeroki konsensus polityczny i społeczny należy rozwiązać problem reformy ustrojowej,W oparciu o szeroki konsument polityczny i społeczny należy rozwiązać problem reformy ustrojej
pʃɨɲʲɔswɔbɨ tɔ ruvɲʲɛʃ skutki ɔdvrɔtnɛ dɔ zamjɛʒɔnɨx,Przyniosłoby to również skutki odwrotne do zamierzonych,Przyniosłoby to również skutki odwrotne do zamierzonych
mʲɛliɕmɨ i mamɨ dɔ tʃɨɲʲɛɲʲa z vɨdaʒɛɲʲɛm vɨjɔntkɔvɨm,Mieliśmy i mamy do czynienia z wydarzeniem wyjątkowym,Mieliśmy i mamy do czynienia z wydarzeniem wyjątkowym
ɡɔspɔdarki mɔrskʲɛj i rɨbɔwufstfa w ʑɛlɔnɛj kɕɛndʑɛ na tɛmat rɛfɔrmɨ fspulnɛj pɔlitɨki rɨbɔwufstfa,Gospodarki Morskiej i Rybołówstwa w zielonej księdze na temat reformy wspólnej polityki rybołówstwa,Gospodarki Morskiej i Rybołówstwa w zielonej księdze na temat reformy wspólnej polityki rybołówstwa
staramɨ ɕɛ ɔɕɔŋɡnɔɲtɕ naʃ tsɛl jak najʃɨptɕɛj,Staramy się osiągnąć nasz cel jak najszybciej,Staramy się osiągnąć nasz cel jak najszybciej
tɔː ɛlɛmɛnd valki pʃɛtɕifkɔ pʃɛstɛmptʃɔɕtɕi zɔrɡaɲizɔvanɛj f kturɛj musimɨ zvɨtɕɛ̃ʒɨtɕ fspulɲʲɛ,"to element walki przeciwko przestępczości zorganizowanej, w której musimy zwyciężyć wspólnie","To element walki przeciwko przestępczości zorganizowanej, w której musimy zwyciężyć wspólnie"
musimɨ uvaʒɲʲɛj fswuçivatɕ ɕɛ w ɡwɔsɨ ɔbɨvatɛli ɛwrɔpɨ i ɲʲɛ pɔvinɲiɕmɨ ɕɛ tɛɡɔ batɕ,Musimy uważniej wsłuchiwać się w głosy obywateli Europy i nie powinniśmy się tego bać,Musimy uważniej wsłuchiwać się w głosy obywateli Europy i nie powinniśmy się tego bać
ftɕɔ̃ʃ jɛʃtʃɛ mɔʒɛtɕɛ pɔkazadʑ ʒɛ jɛstɛɕtɕɛ zaintɛrɛsɔvaɲi ɔpiɲʲɔ̃ parlamɛntu ɛwrɔpɛjskʲɛɡɔ,"Wciąż jeszcze możecie pokazać, że jesteście zainteresowani opinią Parlamentu Europejskiego","Wciąż jeszcze możecie pokazać, że jesteście zainteresowani opinią Parlamentu Europejskiego"
vɲʲɔski tɛ bardʑɔ mɲʲɛ ɲʲɛpɔkɔiwɨ,Wnioski te bardzo mnie niepokoiły,Wnioski te bardzo mnie niepokoiły.
na piɕmʲɛ pʃɛdmʲɔtɔvɛ spravɔzdaɲʲɛ jɛzd zvɨtɕɛ̃stfɛm ɔrɛndɔvɲikuf spravɨ rɔlɲitstfa fiɲskʲɛɡɔː i ɛwrɔpɛjskʲɛɡɔ,na piśmie - Przedmiotowe sprawozdanie jest zwycięstwem orędowników sprawy rolnictwa fińskiego i europejskiego,Na piśmie przedmiotowe sprawozdanie jest zwycięstwem organów sprawy rolnictwa fińskiego i europejskiego
kilka lat puʑɲʲɛj bjɔrɔ̃ rɔzvut tsɔ zdaʒa ɕɛ dɔɕtɕ tʃɛ̃stɔ,"kilka lat później biorą rozwód, co zdarza się dość często","Kilka lat później brorą rozwód, co zdarza się dość często."
jɛst tɔ tsawkɔvitɕɛ ɲʲɛprɔpɔrtsjɔnalnɛ,Jest to całkowicie nieproporcjonalne,Jest to całkowicie nieproporcjonalne
tɔ mɔɡɛ paɲstfu pɔvʲɛdʑɛtɕ,To mogę państwu powiedzieć,To mogę państwu powiedzieć
pʲɛrfɕi pɨtaɲʲa pʃɛvɔdɲitʃɔntsɛmu kɔmisji ɛwrɔpɛjskʲɛj bɛndɔ̃ zadavatɕ ʃɛfɔvʲɛ lup pʃɛtstavitɕɛlɛ ɡrup pɔlitɨtʃnɨx,Pierwsi pytania przewodniczącemu Komisji Europejskiej będą zadawać szefowie lub przedstawiciele grup politycznych,Pierwszości pytania przewodniczącemu Komisji Europejskiej będą zadawać szwewie lub przedstawiciele grup politycznych
ɕtɕiswɨm rɛɡulatsjɔm ɔras nadʑɔrɔvi pɔviɲʲɛn ruvɲʲɛʃ pɔdlɛɡatɕ transpɔrd ɡatuŋkuv dɔtsɛlɔvɨx i ɲʲɛdɔtsɛlɔvɨx,Ścisłym regulacjom oraz nadzorowi powinien również podlegać transport gatunków docelowych i niedocelowych,Ścisłym regulacyjnym oraz nadzorowi powinien również podlegać transport gatunków docelowych i niedocelowych
ɲikt ɔtʃɨviɕtɕɛ ɲʲɛ vʲɛʒɨ ʒɛ staɲʲɛ ɕɛ tɔ z dɲʲa na dʑɛɲ,"Nikt oczywiście nie wierzy, że stanie się to z dnia na dzień","Nikt oczywiście nie wieży, że stanie się to z dnia na dzień"
sɨtuatsja ɕfʲatɔvɛɡɔ sɨstɛmu finansɔvɛɡɔː i jɛj fpwɨf na ɡɔspɔdarkɛ ɛwrɔpɛjskɔ̃,Sytuacja światowego systemu finansowego i jej wpływ na gospodarkę europejską,Sytuacja światowego systemu finansowego i jej wpływ na gospodarkę europejską
praɡnɛli pʲɛɲʲɛndʑɨ i vwadʑɨ,Pragnęli pieniędzy i władzy,Pragnęli pieniędzy i władzy.
zabʲitɔ ɡɔ bɔ xtɕanɔ pɔfstʃɨmatɕ nɔrmalizatsjɛ dɛmɔkratɨzatsjɛ i ɛwrɔpɛizatsjɛ sɛrbji,"Zabito go, bo chciano powstrzymać normalizację, demokratyzację i europeizację Serbii","Zabito go, bo chciano powstrzymać transformację demokrację i organizację Serbii"
tɨlkɔ vɨmjana pɔɡlɔnduf tɨlkɔ ruʒɲitsa pɔɡlɔnduv dɨskusja mɔʒɛ nam datɕ ɔtpɔvʲɛdʑi na najtrudɲʲɛjʃɛ pɨtaɲʲa,"Tylko wymiana poglądów, tylko różnica poglądów, dyskusja może nam dać odpowiedzi na najtrudniejsze pytania",Tylko wymiana poglądów tylko różnica poglądów dyskusja może nam dać odpowiedzi na najtrudniejsze pytania
tɔ jɛzd bardʑɛj sfɔbɔdnɛ rɔlɲitstfɔ bardʑɛj sfɔbɔdɲi rɔlɲitsɨ i vɔlnɨ xandɛl,"To jest bardziej swobodne rolnictwo, bardziej swobodni rolnicy i wolny handel",To jest bardziej swobodne rolnictwo bardziej swobodni rolnicy i wolny handel
f tɨm kɔntɛkɕtɕɛ vɨstartʃɨ bɨɕmɨ pamjɛntali ɔ dɛtsɨzji rɔsjan ɔ ɲʲɛpɔtpisɨvaɲʲu kartɨ ɛnɛrɡɛtɨtʃnɛj,"W tym kontekście wystarczy, byśmy pamiętali o decyzji Rosjan o niepodpisywaniu karty energetycznej","W tym kontekście wystarczy, byśmy pamiętali o decyzji Rosjan o niepoczytaniu karty energetycznej"
dlatɛɡɔ pɔtʃɛbujɛmɨ ɕilnɛj pɔlitɨki a zvwaʃtʃa bardʑɛj zdɛtsɨdɔvanɛj i vʲarɨɡɔdnɛj pɔlitɨki ɛnɛrɡɛtɨtʃnɛj,"Dlatego potrzebujemy silnej polityki, a zwłaszcza bardziej zdecydowanej i wiarygodnej polityki energetycznej","Dlatego potrzebujemy silnej polityki, a zwłaszcza bardziej zdecydowanej i wiarygodnej polityki energetycznej"
ai vɛivɛi tɔː artɨsta ɕfʲatɔvɛj swavɨ kturɨ vzbɔɡatɕiw çiɲskɔ̃ kulturɛ i ʃtukɛ,"Ai Weiwei to artysta światowej sławy, który wzbogacił chińską kulturę i sztukę","Ai wewewi to artysta światowej sławy, który wzbogacił chińską kulturę i sztukę."
w ɔbɛtsnɛj xfili ɛwrɔpɛjskʲɛ ramɨ kfalifikatsji sɔ̃ wadnɔ̃ alɛ pustɔ̃ skɔrupɔ̃,"W obecnej chwili europejskie ramy kwalifikacji są ładną, ale pustą skorupą","W obecnej chwili europejskiej ramy kwalifikacji są łatwą, ale pustą sektorą"
xtɕawbɨm zatɛm zadatɕ kɔmisji nastɛmpujɔntsɛ pɨtaɲʲɛ,Chciałbym zatem zadać Komisji następujące pytanie,Chciałbym zatem zadać Komisji następujące pytanie
pʃɛdɛ fʃɨstkim ma ɔnɔ na tsɛlu uprɔʃtʃɛɲʲɛ prɔtsɛdurɨ ustalaɲʲa vʲɛʒɨtɛlnɔɕtɕi alimɛntatsɨjnɨx,Przede wszystkim ma ono na celu uproszczenie procedury ustalania wierzytelności alimentacyjnych,Przede wszystkim ma ono na celu uproszczenie procedury ustalania wiarygodności intelektualnych
bardʑɔ dɔbʒɛ zɛ sɔbɔ̃ fspuwpratsɔvaliɕmɨ nat spɔʒɔndʑɛɲʲɛm tɛɡɔ spravɔzdaɲʲa,Bardzo dobrze ze sobą współpracowaliśmy nad sporządzeniem tego sprawozdania,Bardzo dobrze ze sobą współpracowaliśmy nad sporządzeniem tego sprawozdania
ɲʲɛ zɡadʑam ɕɛ z uswɨʃanɨmi tu uvaɡami,Nie zgadzam się z usłyszanymi tu uwagami,Nie zgadzam się z usłyszanymi tu uwagami
sɨstɛm tɛn dɔtɨtʃɨ fʃɨstkix paɲstf tʃwɔŋkɔfskix a taɡʒɛ nɔrvɛɡji islandji vɨsp ɔftʃɨx i rɔsji,"System ten dotyczy wszystkich państw członkowskich, a także Norwegii, Islandii, Wysp Owczych i Rosji","System ten dotyczy wszystkich państw członkowskich, a także normi islandii wysp owczych i Rosji"
xɔdʑi ɔ zmɲʲɛjʃɛɲʲɛ kɔʃtuf ɛnɛrɡji,Chodzi o zmniejszenie kosztów energii,Chodzi o zmniejszenie kosztów energii
pɔ dʑiʑ dʑɛɲ ɲʲɛma pɔtstavɨ traktatɔvɛj dla pɔlitɨki ɛnɛrɡɛtɨtʃnɛj,Po dziś dzień nie ma podstawy traktatowej dla polityki energetycznej,Po dziś dzień nie ma podstawy traktatowej dla polityki energetycznej
bɨw vraz z lɔrdɛm sɔamɛsɛm jɛdnɨm z dvux pʲɛrʃɨx kɔmisaʒɨ pɔxɔdʑɔntsɨɣ z vʲɛlkʲɛj brɨtaɲʲi,Był wraz z lordem Soamesem jednym z dwóch pierwszych komisarzy pochodzących z Wielkiej Brytanii,Był wraz z lordem sosemem jednym z dwóch pierwszych komisarzy pochodzących z Wielkiej Brytanii
pɔpʲɛram prɔpɔzɨtsjɛ spravɔzdaftsɨ ʒɛbɨ uvzɡlɛndɲidʑ zapɛvɲʲaɲʲɛ pɔmɔtsɨ f pʃɛɕɛdlaɲʲu,"Popieram propozycję sprawozdawcy, żeby uwzględnić zapewnianie pomocy w przesiedlaniu","Popieram propozycję sprawozdawcy, żeby uwzględnić zapewnianie pomocy w przesiedleniu"
tʃɨ zaaŋɡaʒujɛ ɕɛ paɲi w dʑawaɲʲɛ kturɛ uɲʲɛmɔʒlivi supɛrmarkɛtɔm naduʒɨvaɲʲɛ ix mɔnɔpɔlistɨtʃnɛj pɔzɨtsji,"Czy zaangażuje się pani w działanie, które uniemożliwi supermarketom nadużywanie ich monopolistycznej pozycji?","Czy zaangażuje się pani w działanie, które uniemożliwi supermarkem nadużywanie ich monopolicznej pozycji?"
rɔspɔʒɔndʑɛɲʲɛ bɨwɔ pʃɛdmʲɔtɛm dwuɡʲɛj dɨskusji pɔmjɛndʑɨ parlamɛntɛm ɛwrɔpɛjskim i radɔ̃,Rozporządzenie było przedmiotem długiej dyskusji pomiędzy Parlamentem Europejskim i Radą,Rozporządzenie było przedmiotem długiej dyskusji pomiędzy Parlamentem Europejskim i Radą
tak ɛwrɔpa muɕi ɔkazadʑ ɡrɛtsji sɔlidarnɔɕtɕ,"tak, Europa musi okazać Grecji solidarność",Tak Europa musi okazać Grecji solidarność
instrumɛntɨ ɔxrɔnɨ xandlu muʃɔ̃ bɨtɕ ɛfɛktɨvnɛ i zapɛvɲʲatɕ utʃtɕivɛ varuŋki kɔŋkurɛntsji fʃɨstkim naʃɨm pʃɛtɕɛmbjɔrtsɔm,Instrumenty ochrony handlu muszą być efektywne i zapewniać uczciwe warunki konkurencji wszystkim naszym przedsiębiorcom,instrumenty ochrony handlu muszą być efektywe i zapewniać uczciwe warunki konkurencji wszystkim naszym przedsiębiorstwom
vɨvaʒɔnɛ pɔrɔzumjɛɲʲɛ f tɨm pʃɛdmʲɔtɕɛ jɛst ɔtʃɨvistɔ̃ kɔɲʲɛtʃnɔɕtɕɔ̃,Wyważone porozumienie w tym przedmiocie jest oczywistą koniecznością,Wyważone porozumienie w tym przedmiocie jest oczywistą konieczne
mɔʒɛ tɔ vɨvɔwatɕ ɔɡrɔmnɛ ɲʲɛʃtʃɛɲɕtɕɛ,Może to wywołać ogromne nieszczęście,Może to wywołać ogromne nieszczęście
paɲʲɛ i panɔvʲɛ f tɛj dʑɛdʑiɲʲɛ nadal pɔzɔstajɛ bardʑɔ vʲɛlɛ dɔ zrɔbjɛɲʲa,"Panie i Panowie, w tej dziedzinie nadal pozostaje bardzo wiele do zrobienia",Panie i panowie w tej dziedzinie nadal pozostaje bardzo wiele do zrobienia
pɔlitɨka kɔŋkurɛntsji lɛʒɨ w zakrɛɕɛ ɔtpɔvʲɛdʑalnɔɕtɕi kɔmisji ɛwrɔpɛjskʲɛj,Polityka konkurencji leży w zakresie odpowiedzialności Komisji Europejskiej,Polityka konkurencji leży w zakresie odpowiedzialności Komisji Europejskiej
tʃɨ tɔ ʒɛtʃɨvistɛ pwatnɔɕtɕi za vɨkɔnanɛ uswuɡʲi,Czy to rzeczywiste płatności za wykonane usługi,Czy to rzeczywiste płatności za wykonane usługi?
pɔnattɔ ɲikt ɲʲɛ pɔtrafi pɔvʲɛdʑɛtɕ jakʲɛ pɔdjɛntɔ tʃɨnnɔɕtɕi ratuŋkɔvɛ pɔː ɔdɛbraɲʲu vɛzvaɲʲa pɔmɔtsɨ,"Ponadto nikt nie potrafi powiedzieć, jakie podjęto czynności ratunkowe po odebraniu wezwania pomocy","Ponadto nikt nie potrafi powiedzieć, jakie podejęto czynności ratunkowe po odebraniu wezwania pomocy"
dʑɛŋkujɛ panu za paɲskɔ̃ uvaɡɛ,Dziękuję panu za pańską uwagę,Dziękuję panu za pańską uwagę
mɔim zdaɲʲɛm nalɛʒɨ zajɔɲtɕ ɕɛ tɨmi zaɡadɲʲɛɲʲami najlɛpʲɛj w ɔpartɕu ɔ dɔɡwɛmbnɛ zrɔzumjɛɲʲɛ faktuf,"Moim zdaniem należy zająć się tymi zagadnieniami, najlepiej w oparciu o dogłębne zrozumienie faktów",Moim zdaniem należy zająć się tymi zagadnieniami najlepiej w oparciu o dogłębne zrozumienie faktów
ɔtɔ ʒɛtʃɨvistɔɕtɕ,Oto rzeczywistość,Oto rzeczywistość
dʑawaɲʲa ɛwrɔpɨ muʃɔ̃ bɨtɕ jasnɛ ʃɨpkʲɛ i skutɛtʃnɛ f krutkim i dwuɡʲim tɛrmiɲʲɛ,"Działania Europy muszą być jasne, szybkie i skuteczne w krótkim i długim terminie",działania Europy muszą być jasne szybkie i skuteczne w krótkim i długim terminie
xtɕawbɨm zadatɕ kɔmisji kilka dɔdatkɔvɨx pɨtaɲ,Chciałbym zadać Komisji kilka dodatkowych pytań,Chciałbym zadać Komisji kilka dodatkowych pytań
litʃɛ ʒɛ staɲʲɛ ɕɛ tɔ f tɨm rɔku pʃɨ aktɨvnɨm udʑalɛ i fspartɕu kɔmisji,"Liczę, że stanie się to w tym roku, przy aktywnym udziale i wsparciu Komisji","Liczę, że stanie się to w tym roku przy aktywnym udzielę i wsparciu Komisji"
dɔː ɔɡraɲitʃɛɲʲa tɛrɔrɨzmu mɔʒɛ w znatʃɔntsɨ i dɛtsɨdujɔntsɨ spɔsup pʃɨtʃɨɲitɕ ɕɛ djalɔk mʲɛndʑɨrɛliɡʲijnɨ,Do ograniczenia terroryzmu może w znaczący i decydujący sposób przyczynić się dialog międzyreligijny,Do ograniczenia terroryzmu może w znaczący i decyzujący sposób przyczynić się dialog międzynarodowy
praɡnɛ pɔdʑɛŋkɔvatɕ panu kɔmisaʒɔvi za vɨjaɕɲʲɛɲʲa zwɔʒɔnɛ f tɛj spravʲɛ,Pragnę podziękować panu komisarzowi za wyjaśnienia złożone w tej sprawie,Pragnę podziękować panu komisarzowi za wyjaśnienia złożone w tej sprawie
kfɛstjɔ̃ ɲʲɛ mɲʲɛj vaʒnɔ̃ jɛst pʃɨwɔntʃɛɲʲɛ ɕɛ radɨ dɔ tɛɡɔ rɛjɛstru,Kwestią nie mniej ważną jest przyłączenie się Rady do tego rejestru,Kwestia nie mniej ważną jest przyłączenie się Rady do tego rejestru
parlamɛnd dɔ̃ʒɨ dɔ vzmɔtsɲʲɛɲʲa prɔtsɛdur pʃɛkazɨvaɲʲa danɨɣ dɔtɨtʃɔntsɨx pʃɛlɔtu pasaʒɛra dɔ krajuf tʃɛtɕix,Parlament dąży do wzmocnienia procedur przekazywania danych dotyczących przelotu pasażera do krajów trzecich,Parlament dąży do wzmocnienia procedur przekazywania danych dotyczących Parlamentu pasażera do krajów trzecich
takʲɛ ɲʲɛjasnɛ pɔdɛjɕtɕɛ jɛst ɲʲɛ dɔ pʃɨjɛɲtɕa,Takie niejasne podejście jest nie do przyjęcia,Takie niejasne podejście jest nie do przyjęcia
jɛdnak ɔɕɔŋɡɲʲɛɲtɕɛ tɨx tsɛluv zalɛʒɨ ɔt tɛɡɔ jak swuʒbɛ tɛ zɔrɡaɲizujɛmɨ,"Jednak osiągnięcie tych celów zależy od tego, jak służbę tę zorganizujemy","Jednak osiągnięcie tych celów zależy od tego, jak służbę te zorganizowamy"
w ʑrudwax altɛrnatɨvnɨx surɔvʲɛts tɛn jɛst mɲʲɛj skɔntsɛntrɔvanɨ ɲiʃ f tradɨtsɨjnɨɣ zwɔʒax,W źródłach alternatywnych surowiec ten jest mniej skoncentrowany niż w tradycyjnych złożach,W źródłach alternatywnych surowiec ten jest mniej skoncentrowany niż w transdycyjnych złożach
vaʒnɛ jɛst jɛdnaɡ zapɛvɲʲɛɲʲɛ spujnɔɕtɕi mʲɛndʑɨ tɨmi dvɔma vɲʲɔskami,Ważne jest jednak zapewnienie spójności między tymi dwoma wnioskami,Ważne jest jednak zapewnienie spójności między tymi dwoma wnioskami
mam nadʑɛjɛ ʒɛ dɔprɔvadʑimɨ dɔ pɔʒɨtɛtʃnɛj dɛbatɨ,"Mam nadzieję, że doprowadzimy do pożytecznej debaty","Mam nadzieję, że doprowadzimy do pożytecznej debaty"
dlatɛɡɔ pɔnɔvɲʲɛ dɔkɔnujɛmɨ ɔtsɛnɨ çistɔrɨtʃnɨx ɲʲɛdɔʒɛtʃnɔɕtɕi i çistɔrɨtʃnɨx ɔɡraɲitʃɛɲ praktɨtʃnɨɣ vɨstɛmpujɔntsɨɣ dɔtɨxtʃas,"Dlatego ponownie dokonujemy oceny historycznych niedorzeczności i historycznych ograniczeń praktycznych, występujących dotychczas",Dlatego ponownie dokonujemy oceny historycznych niedorzeczności i historycznych ograniczeń praktycznych występujących dotyczących
ja studjɔvawbɨm na pʃɨkwat astrɔnɔmjɛ inɲi mɔɡlibɨ studjɔvatɕ fizɨkɛ lub ɡɛɔɡrafjɛ,"Ja studiowałbym na przykład astronomię, inni mogliby studiować fizykę lub geografię","Ja studiowałbym na przykład Astronomie, inni mogliby studiować fizyczne lub geografię"
ɲʲɛstɛtɨ skala prɔblɛmu vzrasta,Niestety skala problemu wzrasta,Niestety skala problemu wzrasta
